,question_id,semantic_str,image_id,answer,op_select,op_query,op_filter,op_relate,op_verify,op_choose,op_exist,op_or,op_different,op_and,op_same,op_common,skipped,model_response,correct,timeout,runtime_sec,answer_similarity
13,202218649,"select: chalkboard (0)->relate: _,hanging above,s (12) [0]->query: name [1]",n578564,picture,1,1,0,1,0,0,0,0,0,0,0,0,False,toaster_oven,False,False,2.5996084213256836,0.16411954164505005
14,20609782,"select: cake (4)->verify rel: platter,on,o (-) [0]",n437064,no,1,0,0,0,1,0,0,0,0,0,0,0,False,no,True,False,0.7893714904785156,1.0000001192092896
15,201757757,"select: cup (3)->relate: person,to the right of,s (5) [0]->verify rel: jeans,wearing,o (24) [1]",n4777,yes,1,0,0,1,1,0,0,0,0,0,0,0,False,yes,True,False,1.4070155620574951,0.9999999403953552
16,201902993,"select: mouse pad (6)->relate: device,sitting next to,s (8) [0]->query: name [1]",n435808,keyboard,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,True,False,0.8784229755401611,1.000000238418579
17,20306193,"select: sweater (11)->verify color: blue [0]->verify: open  [0]->and:  [1, 2]",n554880,yes,1,0,0,0,2,0,0,0,0,1,0,0,False,yes,True,False,0.3623363971710205,0.9999999403953552
18,20183468,"select: jacket (14)->verify color: black [0]->verify: long sleeved  [0]->and:  [1, 2]",n151768,yes,1,0,0,0,2,0,0,0,0,1,0,0,False,yes,True,False,0.3678600788116455,0.9999999403953552
19,20753400,"select: outlet (15)->filter size: small [0]->relate: bed,next to,s (4) [1]->exist: ? [2]",n49438,yes,1,0,1,1,0,0,1,0,0,0,0,0,False,no,False,False,0.6768386363983154,0.7000375390052795
20,20151723,select: bag (2)->filter material: leather [0]->query: hposition [1],n313060,right,1,1,1,0,0,0,0,0,0,0,0,0,False,right,True,False,0.35248684883117676,1.0
21,201030735,"select: pillow (7)->filter color: blue [0]->verify size: large [1]->verify shape: square  [1]->and:  [2, 3]",n54424,no,1,0,1,0,2,0,0,0,0,1,0,0,False,no,True,False,0.3695347309112549,1.0000001192092896
22,201637161,select: cake (2)->query: color [0],n200692,white,1,1,0,0,0,0,0,0,0,0,0,0,False,orange,False,False,0.33228158950805664,0.5801511406898499
23,202218839,"select: hook (3)->relate: cooking utensil,hang from,s (2) [0]->query: name [1]",n578564,pan,1,1,0,1,0,0,0,0,0,0,0,0,False,cutting_board,False,False,0.7948791980743408,0.2792305648326874
24,20982539,"select: person (6)->filter fatness: skinny [0]->relate: _,standing at,o (9) [1]->query: name [2]",n52544,table,1,1,1,1,0,0,0,0,0,0,0,0,False,sweater,False,False,4.143937826156616,0.2240612804889679
25,201110833,"select: plates (4)->verify rel: ottoman,on top of,o (-) [0]",n546616,no,1,0,0,0,1,0,0,0,0,0,0,0,False,yes,False,False,0.7720756530761719,0.7000375390052795
26,20866249,"select: wall (0)->relate: refrigerator,near,s (2) [0]->choose size: large|small [1]",n579256,large,1,0,0,1,0,1,0,0,0,0,0,0,False,small,False,False,0.7118752002716064,0.5980595946311951
27,201110525,"select: woman (7)->relate: baby,sitting atop,s (6) [0]->relate: food,to the left of,s (0) [1]->query: name [2]",n546616,marshmallow,1,1,0,2,0,0,0,0,0,0,0,0,False,cake,False,False,1.500077247619629,0.2830146551132202
28,20120533,select: fence (8)->choose material: aluminum|concrete [0],n117888,aluminum,1,0,0,0,0,1,0,0,0,0,0,0,False,aluminum,True,False,0.33121657371520996,1.0000001192092896
29,201952977,select: houses (8)->filter color: white [0]->query: hposition [1],n525029,left,1,1,1,0,0,0,0,0,0,0,0,0,False,left,True,False,0.36377596855163574,0.9999998807907104
30,201497576,"select: phone (6)->select: coffee cup (1) ->same color:  [0, 1]",n315887,yes,2,0,0,0,0,0,0,0,0,0,1,0,False,yes,True,False,0.6668939590454102,0.9999999403953552
31,20866242,"select: refrigerator (2)->filter size: small [0]->exist: ? [1]->select: microwave (-) ->filter size: small [3]->exist: ? [4]->or:  [2, 5]",n579256,no,2,0,2,0,0,0,2,1,0,0,0,0,False,yes,False,False,0.6772003173828125,0.7000375390052795
32,201455911,select: car (0)->choose color: white|orange [0],n413761,white,1,0,0,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.32175540924072266,0.0
33,20856965,select: book (2)->query: color [0],n293477,white,1,1,0,0,0,0,0,0,0,0,0,0,False,black,False,False,0.3641378879547119,0.7710274457931519
34,2059565,select: dirt (17)->query: color [0],n130638,red,1,1,0,0,0,0,0,0,0,0,0,0,False,teal,False,False,0.3665900230407715,0.4756549596786499
35,20856960,"select: bag (0)->filter material: leather [0]->verify rel: sofa,lying on top of,o (-) [1]",n293477,no,1,0,1,0,1,0,0,0,0,0,0,0,False,yes,False,False,0.7420697212219238,0.7000375390052795
36,201079954,"select: drapes (12)->relate: _,around,o (0) [0]->query: name [1]",n23181,window,1,1,0,1,0,0,0,0,0,0,0,0,False,mirror,False,False,2.6699702739715576,0.3587580621242523
37,201548894,select: picture (1)->query: hposition [0],n314171,left,1,1,0,0,0,0,0,0,0,0,0,0,False,left,True,False,0.3247487545013428,0.9999998807907104
38,201573912,"select: stores (9)->relate: crosswalk,in front of,s (7) [0]->query: material [1]",n115614,concrete,1,1,0,1,0,0,0,0,0,0,0,0,False,aluminum,False,False,0.8479452133178711,0.5217465758323669
39,202243820,"select: cupcakes (3)->relate: sprinkles,sprinkled on,s (12) [0]->query: size [1]",n296467,small,1,1,0,1,0,0,0,0,0,0,0,0,False,small,True,False,0.9115347862243652,1.0
40,201573918,"select: street light (13)->relate: crosswalk,near,s (6) [0]->query: material [1]",n115614,concrete,1,1,0,1,0,0,0,0,0,0,0,0,False,aluminum,False,False,0.8639035224914551,0.5217465758323669
41,201974972,select: clothing (4)->filter color: pink [0]->query: name [1],n274905,tank top,1,1,1,0,0,0,0,0,0,0,0,0,False,tank_top,True,False,0.3705635070800781,0.5794581770896912
42,201974971,select: clothing (4)->filter color: pink [0]->query: name [1],n274905,tank top,1,1,1,0,0,0,0,0,0,0,0,0,False,tank_top,True,False,0.3711819648742676,0.5794581770896912
43,201974976,select: clothing (6)->filter color: not(pink) [0]->query: name [1],n274905,hat,1,1,1,0,0,0,0,0,0,0,0,0,False,pants,False,False,0.3702816963195801,0.35491883754730225
44,201996743,select: helicopter (22)->choose: off|on [0],n250715,off,1,0,0,0,0,1,0,0,0,0,0,0,False,on,False,False,0.3328361511230469,0.5961568355560303
45,20797666,select: cat (4)->exist: ? [0],n16656,yes,1,0,0,0,0,0,1,0,0,0,0,0,False,yes,True,False,0.32352733612060547,0.9999999403953552
46,20797665,"select: shoe (0)->verify rel: dog,behind,o (-) [0]",n16656,no,1,0,0,0,1,0,0,0,0,0,0,0,False,no,True,False,0.6568028926849365,1.0000001192092896
47,201974979,select: clothing (4)->filter: sleeveless [0]->query: name [1],n274905,tank top,1,1,1,0,0,0,0,0,0,0,0,0,False,tank_top,True,False,0.347247838973999,0.5794581770896912
48,201156138,"select: field (12)->verify: snowy [0]->verify hardness: soft  [0]->and:  [1, 2]",n146522,no,1,0,0,0,2,0,0,0,0,1,0,0,False,no,True,False,0.3410165309906006,1.0000001192092896
49,20442334,"select: microwave (5)->relate: fruit,beneath,s (7) [0]->query: name [1]",n207708,bananas,1,1,0,1,0,0,0,0,0,0,0,0,False,banana,True,False,0.8413166999816895,0.8607407808303833
50,201765651,select: shirt (1)->query: color [0],n488874,white,1,1,0,0,0,0,0,0,0,0,0,0,False,blue,False,False,0.35473108291625977,0.6442303657531738
51,20442331,"select: microwave (5)->relate: _,beneath,s (7) [0]->query: name [1]",n207708,bananas,1,1,0,1,0,0,0,0,0,0,0,0,False,toaster_oven,False,False,2.9077322483062744,0.26477691531181335
52,20508243,select: chair (17)->query: hposition [0],n511913,right,1,1,0,0,0,0,0,0,0,0,0,0,False,right,True,False,0.32561731338500977,1.0
53,2046473,"select: woman (4)->filter vposition: middle [0]->choose rel: man,to the right of|to the left of,s (2) [1]",n71728,right,1,0,1,0,0,1,0,0,0,0,0,0,False,to_the_left_of,False,False,0.7810544967651367,0.2835211753845215
54,20618932,"select: wristband (5)->relate: person,wearing,s (6) [0]->query: name [1]",n126087,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.8378653526306152,0.35008004307746887
55,20442338,"select: appliance (5)->filter color: silver [0]->filter color: black [1]->relate: pears,beneath,s (-) [2]->exist: ? [3]",n207708,no,1,0,2,1,0,0,1,0,0,0,0,0,False,no,True,False,0.8629336357116699,1.0000001192092896
56,202005788,select: this (10)->choose name: cabinet|bed [0],n97485,cabinet,1,0,0,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.3240523338317871,0.0
57,201902515,select: router (12)->query: hposition [0],n435808,left,1,1,0,0,0,0,0,0,0,0,0,0,False,left,True,False,0.33392834663391113,0.9999998807907104
58,201303404,select: pants (4)->query: color [0],n518912,gray,1,1,0,0,0,0,0,0,0,0,0,0,False,dark,False,False,0.3599560260772705,0.48057931661605835
59,20942157,"select: shirt (2)->relate: person,wearing,s (0) [0]->query: name [1]",n137182,girl,1,1,0,1,0,0,0,0,0,0,0,0,False,photographer,False,False,0.8061590194702148,0.3674987554550171
60,20942156,"select: shirt (2)->relate: person,wearing,s (0) [0]->query: name [1]",n137182,girl,1,1,0,1,0,0,0,0,0,0,0,0,False,photographer,False,False,0.7976963520050049,0.3674987554550171
61,20898685,select: man (3)->query: pose [0],n243701,standing,1,1,0,0,0,0,0,0,0,0,0,0,False,walking,False,False,0.35248327255249023,0.3647445738315582
62,202116974,"select: river (7)->filter state: not(calm) [0]->exist: ? [1]->select: ocean (-) ->filter state: not(calm) [3]->exist: ? [4]->or:  [2, 5]",n48494,no,2,0,2,0,0,0,2,1,0,0,0,0,False,yes,False,False,0.6781599521636963,0.7000375390052795
63,201621328,"select: picture frame (11)->relate: _,hanging from,o (8) [0]->query: name [1]",n275148,wall,1,1,0,1,0,0,0,0,0,0,0,0,False,picture_frame,False,False,2.770906686782837,0.32814061641693115
64,2076819,select: cars (8)->choose: dense|sparse [0],n214497,dense,1,0,0,0,0,1,0,0,0,0,0,0,False,sparse,False,False,0.3409109115600586,0.5486224293708801
65,202244099,select: food (0)->filter: not(baked) [0]->query: name [1],n296467,cookies,1,1,1,0,0,0,0,0,0,0,0,0,False,rice,False,False,0.38044071197509766,0.31431329250335693
66,201951771,"select: flag (17)->relate: vehicle,in front of,s (16) [0]->query: name [1]",n256120,van,1,1,0,1,0,0,0,0,0,0,0,0,False,van,True,False,0.8517153263092041,0.9999999403953552
67,201951770,"select: flag (17)->relate: vehicle,in front of,s (16) [0]->query: name [1]",n256120,van,1,1,0,1,0,0,0,0,0,0,0,0,False,van,True,False,0.8485345840454102,0.9999999403953552
68,201621326,"select: wall (8)->relate: _,hanging from,s (11) [0]->query: name [1]",n275148,picture frame,1,1,0,1,0,0,0,0,0,0,0,0,False,picture_frame,True,False,2.410865068435669,0.8091558218002319
69,201233862,"select: skateboarder (0)->relate: _,jumping off,o (4) [0]->query: name [1]",n130464,pavement,1,1,0,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,2.102534294128418,0.0
70,201951776,"select: van (16)->verify rel: balloon,in front of,o (-) [0]",n256120,no,1,0,0,0,1,0,0,0,0,0,0,0,False,no,True,False,0.8827574253082275,1.0000001192092896
71,20489632,select: bench (7)->query: color [0],n145498,beige,1,1,0,0,0,0,0,0,0,0,0,0,False,cream_colored,False,False,0.3471710681915283,0.5607467293739319
72,201623784,"select: stove (6)->relate: cabinets,below,s (5) [0]->verify: open [1]->verify material: wood  [1]->and:  [2, 3]",n501609,no,1,0,0,1,2,0,0,0,0,1,0,0,False,no,True,False,0.917884349822998,1.0000001192092896
73,202023424,select: furniture (5)->filter: plaid [0]->query: name [1],n95313,bed,1,1,1,0,0,0,0,0,0,0,0,0,False,bar_stool,False,False,0.34780168533325195,0.31867796182632446
74,20182936,"select: man (27)->relate: boxes,to the right of,s (18) [0]->verify: full [1]->verify shape: square  [1]->and:  [2, 3]",n151768,yes,1,0,0,1,2,0,0,0,0,1,0,0,False,yes,True,False,0.9376013278961182,0.9999999403953552
75,201654344,"select: horse (1)->relate: horse,next to,s (0) [0]->verify: baby [1]->verify color: brown  [1]->and:  [2, 3]",n6309,no,1,0,0,1,2,0,0,0,0,1,0,0,False,no,True,False,0.4093039035797119,1.0000001192092896
76,20746468,select: river (2)->choose width: narrow|wide [0],n477215,narrow,1,0,0,0,0,1,0,0,0,0,0,0,False,wide,False,False,0.33870410919189453,0.729511559009552
77,201428996,"select: refrigerator (0)->relate: appliance,bigger than,o (2) [0]->query: name [1]",n64959,stove,1,1,0,1,0,0,0,0,0,0,0,0,False,gas_stove,False,False,0.7591478824615479,0.777809739112854
78,20899362,select: umbrella (17)->verify vposition: bottom [0],n403734,no,1,0,0,0,1,0,0,0,0,0,0,0,False,no,True,False,0.32399559020996094,1.0000001192092896
79,202244009,"select: beans (1)->relate: bowl,to the right of,s (7) [0]->relate: _,inside,s (0) [1]->query: name [2]",n296467,cookies,1,1,0,2,0,0,0,0,0,0,0,0,False,box,False,False,4.83700704574585,0.28694015741348267
80,20287556,"select: catcher (0)->relate: face mask,wearing,o (15) [0]->query: cleanliness [1]",n317260,clean,1,1,0,1,0,0,0,0,0,0,0,0,False,dirty,False,False,0.8511011600494385,0.653197169303894
81,20631973,"select: catcher (6)->relate: place,standing on,o (16) [0]->query: name [1]",n570181,field,1,1,0,1,0,0,0,0,0,0,0,0,False,stadium,False,False,0.8173034191131592,0.5411958694458008
82,20287551,select: glove (12)->query: color [0],n317260,black,1,1,0,0,0,0,0,0,0,0,0,0,False,dark_blue,False,False,0.36024975776672363,0.45241981744766235
83,201481824,"select: blanket (19)->verify hardness: soft [0]->verify color: white  [0]->and:  [1, 2]",n470920,yes,1,0,0,0,2,0,0,0,0,1,0,0,False,no,False,False,0.36443018913269043,0.7000375390052795
84,201663656,select: drawers (7)->query: color [0],n35676,light brown,1,1,0,0,0,0,0,0,0,0,0,0,False,dark_brown,False,False,0.3604867458343506,0.5870442390441895
85,20308576,"select: stove (18)->relate: refrigerator,to the left of,s (17) [0]->exist: ? [1]",n278312,yes,1,0,0,1,0,0,1,0,0,0,0,0,False,yes,True,False,0.8265888690948486,0.9999999403953552
86,201065067,select: clothing (6)->filter: bright [0]->query: name [1],n88933,gown,1,1,1,0,0,0,0,0,0,0,0,0,False,dress,False,False,0.35028958320617676,0.6360728740692139
87,20462070,"select: coat (2)->relate: person,wearing,s (6) [0]->relate: elephant,near,s (-) [1]->exist: ? [2]",n571179,no,1,0,0,2,0,0,1,0,0,0,0,0,False,yes,False,False,1.1403322219848633,0.7000375390052795
88,20462076,"select: woman (7)->relate: _,wearing,o (5) [0]->query: name [1]",n571179,gloves,1,1,0,1,0,0,0,0,0,0,0,0,False,coat,False,False,3.037368059158325,0.4944436550140381
89,20462075,"select: man (6)->relate: person,near,s (7) [0]->filter pose: standing [1]->relate: _,wearing,o (5) [2]->query: name [3]",n571179,gloves,1,1,1,2,0,0,0,0,0,0,0,0,False,coat,False,False,8.074552059173584,0.4944436550140381
90,201065062,select: clothing (6)->filter color: pink [0]->query: name [1],n88933,gown,1,1,1,0,0,0,0,0,0,0,0,0,False,dress,False,False,0.38177990913391113,0.6360728740692139
91,20754631,"select: person (0)->filter pose: sitting [0]->relate: _,sitting atop,o (8) [1]->query: name [2]",n566028,stairs,1,1,1,1,0,0,0,0,0,0,0,0,False,hat,False,False,4.585578441619873,0.10350529104471207
92,201935960,"select: floor (9)->relate: _,standing on,s (2) [0]->query: name [1]",n500209,shelf,1,1,0,1,0,0,0,0,0,0,0,0,False,picture_frame,False,False,2.3401873111724854,0.27618682384490967
93,20412222,"select: boy (0)->relate: furniture,to the left of,s (7) [0]->query: name [1]",n531359,tables,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,0.7298583984375,0.6620062589645386
94,201935966,"select: wall (10)->filter: not(short) [0]->relate: _,in front of,s (2) [1]->query: name [2]",n500209,shelf,1,1,1,1,0,0,0,0,0,0,0,0,False,bowl,False,False,2.3362269401550293,0.26291409134864807
95,20878946,select: parking lot (11)->filter material: concrete [0]->query: width [1],n259949,wide,1,1,1,0,0,0,0,0,0,0,0,0,False,narrow,False,False,0.3369121551513672,0.729511559009552
96,201947446,select: mirror (10)->filter cleanliness: clean [0]->query: hposition [1],n473688,left,1,1,1,0,0,0,0,0,0,0,0,0,False,left,True,False,0.3414938449859619,0.9999998807907104
97,201498767,"select: computer (16)->filter: flat [0]->relate: device,in front of,s (6) [1]->query: name [2]",n315887,phone,1,1,1,1,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.8010904788970947,0.39797163009643555
98,20306764,"select: floor (10)->relate: _,sitting on,s (5) [0]->query: name [1]",n554880,gift,1,1,0,1,0,0,0,0,0,0,0,0,False,skier,False,False,2.3524210453033447,0.18247297406196594
99,202144708,"select: drink (2)->filter color: yellow [0]->relate: blender,to the right of,s (8) [1]->exist: ? [2]",n37274,yes,1,0,1,1,0,0,1,0,0,0,0,0,False,yes,True,False,0.8867051601409912,0.9999999403953552
100,20306767,"select: gift (5)->verify rel: floor,sitting on,o (10) [0]",n554880,yes,1,0,0,0,1,0,0,0,0,0,0,0,False,no,False,False,0.734393835067749,0.7000375390052795
101,201996815,select: glasses (0)->filter shape: round [0]->choose material: glass|wire [1],n250715,glass,1,0,1,0,0,1,0,0,0,0,0,0,False,wire,False,False,0.33376336097717285,0.28787150979042053
102,201996813,select: glasses (0)->query: material [0],n250715,glass,1,1,0,0,0,0,0,0,0,0,0,0,False,stainless_steel,False,False,0.33213257789611816,0.3388790190219879
103,202060122,"select: couch (13)->relate: animal,behind,o (10) [0]->query: name [1]",n14087,dog,1,1,0,1,0,0,0,0,0,0,0,0,False,dog,True,False,0.7810161113739014,1.000000238418579
104,201067797,select: device (4)->filter hposition: left [0]->query: color [1],n367944,black,1,1,1,0,0,0,0,0,0,0,0,0,False,cream_colored,False,False,0.37005043029785156,0.5193511247634888
105,20394919,"select: man (0)->verify rel: knife,to the right of,s (5) [0]",n369313,no,1,0,0,0,1,0,0,0,0,0,0,0,False,yes,False,False,0.8106203079223633,0.7000375390052795
106,201497916,"select: keyboard (7)->relate: device,above,s (12) [0]->query: name [1]",n315887,monitor,1,1,0,1,0,0,0,0,0,0,0,0,False,speaker,False,False,0.7051169872283936,0.373479425907135
107,20303081,"select: glasses (2)->relate: man,to the left of,s (8) [0]->query: activity [1]",n318684,resting,1,1,0,1,0,0,0,0,0,0,0,0,False,resting,True,False,0.7139384746551514,1.000000238418579
108,201498727,select: phone (6)->query: material [0],n315887,plastic,1,1,0,0,0,0,0,0,0,0,0,0,False,paper,False,False,0.337099552154541,0.4993079602718353
109,201873473,select: fire truck (0)->filter color: red [0]->exist: ? [1],n309148,no,1,0,1,0,0,0,1,0,0,0,0,0,False,yes,False,False,0.3776693344116211,0.7000375390052795
110,20300425,"select: traffic light (0)->relate: vehicle,waiting for,s (2) [0]->query: name [1]",n208302,cars,1,1,0,1,0,0,0,0,0,0,0,0,False,truck,False,False,0.8901054859161377,0.5034427046775818
111,20300424,"select: traffic light (0)->relate: vehicle,waiting for,s (2) [0]->query: name [1]",n208302,cars,1,1,0,1,0,0,0,0,0,0,0,0,False,truck,False,False,0.889747142791748,0.5034427046775818
112,20899558,"select: notebook (16)->relate: device,to the left of,s (2) [0]->filter: electronic [1]->query: color [2]",n403734,blue,1,1,1,1,0,0,0,0,0,0,0,0,False,teal,False,False,0.9719502925872803,0.48347973823547363
113,20300420,"select: sidewalk (3)->relate: road,near,s (7) [0]->relate: vehicle,above,s (2) [1]->query: name [2]",n208302,cars,1,1,0,2,0,0,0,0,0,0,0,0,False,truck,False,False,1.1629393100738525,0.5034427046775818
114,20300423,"select: traffic light (0)->relate: _,waiting for,s (2) [0]->query: name [1]",n208302,cars,1,1,0,1,0,0,0,0,0,0,0,0,False,truck,False,False,3.6749424934387207,0.5034427046775818
115,20836565,"select: table (7)->filter color: yellow [0]->filter color: black [1]->relate: _,sitting in front of,s (3) [2]->query: name [3]",n507959,luggage,1,1,2,1,0,0,0,0,0,0,0,0,False,skirt,False,False,4.079218864440918,0.2515382170677185
116,201947624,"select: toothbrush (1)->exist: ? [0]->select: mat (-) ->exist: ? [2]->and:  [1, 3]",n473688,no,2,0,0,0,0,0,2,0,0,1,0,0,False,no,True,False,0.6468603610992432,1.0000001192092896
117,201947620,"select: soap dish (20)->verify rel: soap dispenser,to the right of,o (18) [0]",n473688,yes,1,0,0,0,1,0,0,0,0,0,0,0,False,yes,True,False,0.8141677379608154,0.9999999403953552
118,20300428,"select: vehicle (2)->filter: parked [0]->relate: _,waiting for,o (0) [1]->query: name [2]",n208302,traffic light,1,1,1,1,0,0,0,0,0,0,0,0,False,manhole_cover,False,False,2.881687641143799,0.28194302320480347
119,201504960,"select: shorts (3)->verify color: blue [0]->verify size: large  [0]->and:  [1, 2]",n298104,no,1,0,0,0,2,0,0,0,0,1,0,0,False,no,True,False,0.3398160934448242,1.0000001192092896
120,201947591,"select: soap dispenser (18)->filter material: chrome [0]->relate: _,sitting on,o (19) [1]->query: name [2]",n473688,countertop,1,1,1,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,2.308039665222168,0.0
121,20177575,select: serving tray (12)->filter shape: rectangular [0]->query: color [1],n55058,white,1,1,1,0,0,0,0,0,0,0,0,0,False,orange,False,False,0.35364675521850586,0.5801511406898499
122,20381557,"select: picture frame (1)->relate: device,under,s (6) [0]->verify color: black [1]",n398257,no,1,0,0,1,1,0,0,0,0,0,0,0,False,yes,False,False,0.9211761951446533,0.7000375390052795
123,201982068,select: pants (11)->choose material: cloth|leather [0],n526228,cloth,1,0,0,0,0,1,0,0,0,0,0,0,False,leather,False,False,0.3483130931854248,0.6328474283218384
124,201370428,select: pens (5)->choose: black and white|colorful [0],n351318,black and white,1,0,0,0,0,1,0,0,0,0,0,0,False,black_and_white,True,False,0.34198784828186035,0.8250677585601807
125,201878325,"select: jacket (17)->relate: person,worn around,o (5) [0]->query: name [1]",n342511,man,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.7548549175262451,0.26461827754974365
126,201370422,select: pens (5)->query: hposition [0],n351318,right,1,1,0,0,0,0,0,0,0,0,0,0,False,right,True,False,0.3286263942718506,1.0
127,2075709,select: skis (4)->exist: ? [0],n315859,yes,1,0,0,0,0,0,1,0,0,0,0,0,False,yes,True,False,0.3275125026702881,0.9999999403953552
128,201896034,"select: cake (0)->relate: lady,looking down at,s (4) [0]->relate: furniture,to the right of,s (11) [1]->query: name [2]",n111390,table,1,1,0,2,0,0,0,0,0,0,0,0,False,dining_table,False,False,1.4912216663360596,0.7102208137512207
129,201065497,"select: performer (15)->relate: man,to the left of,s (0) [0]->choose color: blond|brunette [1]",n429883,blond,1,0,0,1,0,1,0,0,0,0,0,0,False,brunette,False,False,0.8676214218139648,0.8111715316772461
130,20857175,"select: cell phone (7)->verify rel: desk,lying on top of,o (-) [0]",n293477,no,1,0,0,0,1,0,0,0,0,0,0,0,False,yes,False,False,0.7822437286376953,0.7000375390052795
131,20648122,"select: helmet (4)->filter material: plastic [0]->verify rel: woman,to the left of,o (9) [1]",n471866,yes,1,0,1,0,1,0,0,0,0,0,0,0,False,yes,True,False,0.8608405590057373,0.9999999403953552
132,20636999,"select: pan (9)->relate: utensil,beside,s (3) [0]->verify color: black [1]->verify size: small  [1]->and:  [2, 3]",n184385,no,1,0,0,1,2,0,0,0,0,1,0,0,False,no,True,False,0.8558506965637207,1.0000001192092896
133,20258752,"select: jeans (5)->relate: person,wearing,s (10) [0]->query: name [1]",n204894,child,1,1,0,1,0,0,0,0,0,0,0,0,False,boy,False,False,0.808631420135498,0.5259345173835754
134,201156466,"select: ball (7)->relate: balls,to the left of,s (6) [0]->verify tone: light [1]",n146522,yes,1,0,0,1,1,0,0,0,0,0,0,0,False,no,False,False,0.4004840850830078,0.7000375390052795
135,201885557,select: swimsuit (6)->query: gender [0],n222297,male,1,1,0,0,0,0,0,0,0,0,0,0,False,male,True,False,0.3415663242340088,1.0000001192092896
136,202081210,"select: toaster (3)->verify rel: refrigerator,to the right of,o (-) [0]",n314630,no,1,0,0,0,1,0,0,0,0,0,0,0,False,yes,False,False,0.8240745067596436,0.7000375390052795
137,20117834,"select: field (10)->relate: trees,on,s (11) [0]->choose: lush|bare [1]",n494677,lush,1,0,0,1,0,1,0,0,0,0,0,0,False,bare,False,False,0.8212771415710449,0.2868879437446594
138,201438286,"select: net (10)->verify rel: man,in front of,o (8) [0]",n66756,yes,1,0,0,0,1,0,0,0,0,0,0,0,False,yes,True,False,0.8353781700134277,0.9999999403953552
140,201756501,"select: door (5)->select: kitten (1) ->common:  [0, 1]",n567860,color,2,0,0,0,0,0,0,0,0,0,0,1,False,color,True,True,10.826781749725342,1.0
141,20716925,select: jacket (3)->filter material: cotton [0]->choose size: small|large [1],n67005,small,1,0,1,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.33362889289855957,0.0
142,20541270,"select: couch (5)->choose rel: chair,to the right of|to the left of,s (0) [0]",n527290,right,1,0,0,0,0,1,0,0,0,0,0,0,False,to_the_right_of,True,False,0.8297243118286133,0.3032461702823639
